# TASK-21593. One row per index name declared under tldw_chatbook/DB.
# Columns: <index name>\t<status>\t<note>.
#
# `plan-pinned`    a test names this index alongside EXPLAIN QUERY PLAN and a
#                  sqlite_stat1-absence assertion. This is the status new
#                  indexes should get.
# `pre-convention` predates TASK-21593's guard. No pin is demanded
#                  retroactively; the point is that the NEXT index cannot be
#                  added without someone choosing between these two words.
#
# Why this file exists at all: scripts/check_index_plan_pins.py, and the two
# measurements in its docstring where a textbook index was simply never
# chosen because no media DB has ever run ANALYZE.

idx_study_sessions_entity	pre-convention	plan never captured without stats
idx_subscription_items_canonical_url	pre-convention	plan never captured without stats
idx_subscription_items_effective_date	pre-convention	plan never captured without stats
idx_subscription_items_flagged	pre-convention	plan never captured without stats
idx_subscription_items_queued	pre-convention	plan never captured without stats
idx_subscription_items_run_id	pre-convention	plan never captured without stats
idx_subscription_items_status_created	pre-convention	plan never captured without stats
idx_subscription_stats_date	pre-convention	plan never captured without stats
idx_subscriptions_folder	pre-convention	plan never captured without stats
idx_subscriptions_last_checked	pre-convention	plan never captured without stats
idx_subscriptions_priority_active	pre-convention	plan never captured without stats
idx_subscriptions_tags	pre-convention	plan never captured without stats
idx_sync_conflicts_note	pre-convention	plan never captured without stats
idx_sync_conflicts_resolution	pre-convention	plan never captured without stats
idx_sync_conflicts_session	pre-convention	plan never captured without stats
idx_sync_log_client_id	pre-convention	plan never captured without stats
idx_sync_log_entity	pre-convention	plan never captured without stats
idx_sync_log_entity_uuid	pre-convention	plan never captured without stats
idx_sync_log_prompt_history	pre-convention	plan never captured without stats
idx_sync_log_ts	pre-convention	plan never captured without stats
idx_sync_sessions_started	pre-convention	plan never captured without stats
idx_sync_sessions_status	pre-convention	plan never captured without stats
idx_topics_parent_id	pre-convention	plan never captured without stats
idx_topics_path_id	pre-convention	plan never captured without stats
idx_transcript_annotations_conv_row	pre-convention	plan never captured without stats
idx_transcripts_deleted	pre-convention	plan never captured without stats
idx_transcripts_last_modified	pre-convention	plan never captured without stats
idx_transcripts_media_id	pre-convention	plan never captured without stats
idx_transcripts_merge_parent_uuid	pre-convention	plan never captured without stats
idx_transcripts_prev_version	pre-convention	plan never captured without stats
idx_transcripts_uuid	pre-convention	plan never captured without stats
idx_unvectorized_media_chunks_chunk_type	pre-convention	plan never captured without stats
idx_unvectorized_media_chunks_is_processed	pre-convention	plan never captured without stats
idx_unvectorized_media_chunks_media_id	pre-convention	plan never captured without stats
idx_unvectorizedmediachunks_deleted	pre-convention	plan never captured without stats
idx_unvectorizedmediachunks_engine_census	plan-pinned	Tests/DB/test_media_db_schema_v8.py
idx_unvectorizedmediachunks_last_modified	pre-convention	plan never captured without stats
idx_unvectorizedmediachunks_merge_parent_uuid	pre-convention	plan never captured without stats
idx_unvectorizedmediachunks_prev_version	pre-convention	plan never captured without stats
idx_unvectorizedmediachunks_uuid	pre-convention	plan never captured without stats
idx_url_snapshots_lookup	pre-convention	plan never captured without stats
idx_visual_identity_assets_pack_expression	pre-convention	plan never captured without stats
idx_visual_identity_bindings_actor_active	pre-convention	plan never captured without stats
idx_visual_identity_packs_owner_status	pre-convention	plan never captured without stats
idx_watchlist_sources_subscription	pre-convention	plan never captured without stats
idx_workspace_records_name_ci	pre-convention	plan never captured without stats
idx_world_book_entries_book	pre-convention	plan never captured without stats
idx_world_book_entries_enabled	pre-convention	plan never captured without stats
idx_world_book_entries_position	pre-convention	plan never captured without stats
idx_world_books_deleted	pre-convention	plan never captured without stats
idx_world_books_enabled	pre-convention	plan never captured without stats
idx_world_books_name	pre-convention	plan never captured without stats
rag_citation_traces_import_identity_uq	pre-convention	plan never captured without stats
rag_citation_traces_server_identity_uq	pre-convention	plan never captured without stats
